brand,current_price,old_price,discount,description,ratings,times_reviewed,rom,ram,battery,camera,sim port,screen_dim,android_ver
Gionee,39500,100000,-61,"S11 Lite 5.7-Inch HD 18:9 Full Screen 4GB,64GB ROM Android 7.1  Dual SIM 4G LTE Fingerprint ID Smartphone - Black",4.0,1,64.0,4.0,4000.0,13.0,Dual SIM,5.7,7.1
Samsung,129990,240000,-46,Galaxy Note 8 6.3'' QHD Smartphone (6GB+64GB) 12MP Android Phone-Gold,5.0,1,64.0,6.0,4000.0,12.0,Dual SIM,6.3,8.1
Letv,32400,94195,-66,"Letv Letv Le 2 X526 3GB RAM 64GB ROM 5.5"" FHD Qualcomm Snapdragon 652 1.8GHz Octa Core 4G LTE Smartphone",3.0,3,64.0,3.0,4000.0,13.0,Dual SIM,5.5,8.1
Tecno,61550,65000,-5,"Pouvoir 3 Plus, 6.35"" Amoled (64GB ROM+ 4GB RAM) , (13MP + 8MP + 2MP)+13MP FF, 6000mAh, 4G LTE,  - Champagne Gold",1.0,1,64.0,4.0,6000.0,13.0,Dual SIM,6.35,8.1
LG,65999,0,0,V20 F800 Quad Core 5.7'' 4GB+64GB 16MP LTE Android Single SIM - Black,4.75,4,64.0,4.0,4000.0,16.0,Single SIM,5.7,8.1
Blackview,27590,39457,-30,"A30 3G 5.5"" 2GB RAM + 16GB ROM Android 8.1 2500mAh Battery - Gold",5.0,1,16.0,2.0,2500.0,13.0,Dual SIM,5.5,8.1
Ulefone,49320,70457,-30,"Armor X5 Rugged Phone, 3GB+32GB, 5.5 Inch Android 9.0, 5000mAh Battery, 4G Smartphone - Orange",5.0,2,32.0,3.0,5000.0,13.0,Dual SIM,5.5,9.0
Nokia,89999,0,0,X5 5.86 Inch HD+ 4GB RAM 64GB ROM 13MP + 8MP Android 8.1 4G LTE Smartphone Dual Sim  - Blue,4.0,2,64.0,4.0,4000.0,13.0,Dual Sim,5.86,8.1
Nokia,30000,35000,-14,"2.1 5.5-inch HD Display 8GB, 1GB RAM  (8MP + 5MP) Dual Sim 4000mAh - Blue Copper",5.0,1,8.0,1.0,4000.0,8.0,Dual Sim,5.5,8.1
Samsung,120000,0,0,"Galaxy A50s 6.4-Inch (4GB,128GB ROM) Android 9 Pie, (48MP+5MP+ 8MP) + 32MP 4G Dual SIM - Prism Crush White",5.0,1,128.0,4.0,4000.0,48.0,Dual SIM,6.4,9.0
Ulefone,176500,245700,-28,"Armor 7 Rugged Phone, 8GB+128GB, 6.3 Inch Android 9.0 4G Smartphone - Black",4.0,1,128.0,8.0,4000.0,13.0,Dual SIM,6.3,9.0
Gionee,198888,0,0,M6 FHD 5.5-Inch AMOLED 4GB RAM+128GB ROM 13MP + 8MP Dual SIM 4G  Gold 128GB,2.5,2,128.0,4.0,4000.0,13.0,Dual SIM,5.5,8.1
Motorola,42999,61999,-31,Moto G6 Green Pomelo 1S XT1925 Smartphone 5.7 Inch 18:9 4GB+64GB 3000mAh-Blue,4.0,1,64.0,4.0,3000.0,13.0,Dual SIM,5.7,8.1
M Horse,50116,0,0,PURE 2 5.99 Inch Mobile Phone Octa Core 4GB+64GB 13MP+2MP Fingerprint -Black,3.0,1,64.0,4.0,4000.0,13.0,Dual SIM,5.99,8.1
Gionee,47000,120000,-61,M6 Gn8003 5.5-Inch 4GB RAM+64GB+128GB ROM 5000mAh 13MP + 8MP Dual SIM 4G Gold,3.0,1,64.0,4.0,5000.0,13.0,Dual SIM,5.5,8.1
Samsung,140000,0,0,"Galaxy A9 (2018) 6.3-Inch SAmoled (6GB, 128GB ROM),Android 8.0 Oreo, Quad Rear Cameras (24MP + 5MP + 10MP + 8MP) + 24MP ,4G LTE Dual SIM Smartphone - Bubblegum Pink",4.6,10,128.0,6.0,4000.0,24.0,Dual SIM,6.3,8.0
Huawei,57299,81899,-30,Mate 8 Used Smartphone (4GB RAM 64GB ROM) 90% New Andorid 6.0 1080X1920 Pixels 4000mAh-Gold,5.0,1,64.0,4.0,4000.0,13.0,Dual SIM,5.8,8.1
Huawei,65900,95900,-31,"P8 Max 6.8"" Inch 4G LTE Mobile Phone Kirin 935 Android  IPS 1920X1080 3GB RAM 32GB ROM 13.0MP -Gold",3.0,1,32.0,3.0,4000.0,13.0,Dual SIM,6.8,8.1
Cubot,35990,71955,-50,"H3 5.0 Inch (3GB RAM 32GB ROM), 13.0MP + 0.3MP Android 7.0 6000mAh Battery 4G Smartphone-GOLDEN",1.0,1,32.0,3.0,6000.0,13.0,Dual SIM,5.0,7.0
Gionee,51351,97296,-47,M7 Power 6 Inch 4GB RAM 64GB ROM 13MP+8MP Hybrid Dual SIM Android 7.1 4G LTE Smartphone 5000mAh,4.0,1,64.0,4.0,5000.0,13.0,Dual SIM,6.0,7.1
XIAOMI,113284,161996,-30,"Mi 9T, 4G, 6.39 Inch (6GB RAM + 128GB ROM) Octa Core, 48.0MP + 13.0MP + 8.0MP Rear Camera - Blue",4.6,26,128.0,6.0,4000.0,48.0,Dual SIM,6.39,8.1
Oppo,138892,143000,-3,"Realme X2 8GB+128GB 6.4"" 64MP Quad+32MP Front Cameras Snapdragon 730G Octa Core Fast Charging 30W 4000mAh-Blue",5.0,1,128.0,8.0,4000.0,64.0,Dual SIM,6.4,8.1
Gionee,30300,125405,-76,S10C 5.2 Inch HD 4GB RAM 32GB ROM 16MP+13MP Hybrid Dual SIM 4G LTE Smartphone 3100mA,2.0,1,32.0,4.0,4000.0,16.0,Dual SIM,5.2,8.1
Huawei,66900,96900,-31,Honor 8 Lite 4GB 64GB Mobile Phone Andriod Core 5.2inch 1920*1080P Rear 12.0MP -Blue,5.0,1,64.0,4.0,4000.0,12.0,Dual SIM,5.2,8.1
Gionee,39999,45000,-11,"S11 Lite 5.7-Inch HD (4GB,64GB ROM) Android 7.1 (13MP + 2MP) + 16MP Dual SIM 4G LTE Fingerprint ID- Gold + Free Gift",4.0,1,64.0,4.0,4000.0,13.0,Dual SIM,5.7,7.1
XIAOMI,69999,0,0,"Redmi Note 7 6.3-Inch FHD (3GB, 32GB ROM) Android 9.0 (Pie) (48MP + 5MP) + 13MP 4G Face & Fingerprint ID - Blue",4.7,3,32.0,3.0,4000.0,48.0,Dual SIM,6.3,9.0
Tecno,45990,75000,-39,"Spark 4(KC8),6.53Inch Android 9pie,13MP Tripple Al Camera, 4000mAh, VACATION BLUE",4.0,1,32.0,4.0,4000.0,13.0,Dual SIM,6.53,9.0
Blackview,164120,234457,-30,"BV9500 Pro Rugged Phone, 6GB+128GB, 5.7 Inch Android 8.1, Walkie-talkie, 10000mAh Battery, 4G Smartphone - Green",5.0,1,128.0,6.0,10000.0,13.0,Dual SIM,5.7,8.1
Tecno,58500,60000,-3,"Camon 12 6.52-Inch (4GB, 64GB ROM) Android 9.0 (Pie), (16MP+8MP+2MP) + 16MP Dual SIM 4G LTE Smartphone- DAWN BLUE",5.0,2,64.0,4.0,4000.0,16.0,Dual SIM,6.52,9.0
Huawei,107280,153257,-30,"MediaPad T3 10 AGS-L09, 9.6 Inch, 3GB+32GB Official Global ROM, EMUI 5.1(Gold)",4.0,1,32.0,3.0,4000.0,13.0,Dual SIM,9.6,8.1
Hoot,25270,50540,-50,"X21 6.1"" HD 18:9 LCD Display 2G+16G 1320x720 Smartphone Mobile Phone Dual SIM-Gold",3.2,12,32.0,4.0,4000.0,13.0,Dual SIM,6.1,8.1
Cool Pad,30490,36790,-17,Mega 5 5.7 Inch HD+ 3GB RAM 32GB 13MP + 5MP Android 8.1 4G LTE Smartphone Dual Sim 3000Mah - Gold,5.0,1,32.0,3.0,3000.0,13.0,Dual Sim,5.7,8.1
Melrose,28600,33000,-13,S9 (New Version) Mini 4G Smartphone Android 7.0 Quad Core 1GB+8GB 1580mAh Mobile Phone - Black,5.0,2,8.0,1.0,1580.0,13.0,Dual SIM,5.8,7.0
Gionee,34500,0,0,"M6 Mini 5.45-Inch HD (1GB RAM + 16GB ROM) 5MP Selfie + 8MP Rear Camera, 4000mAh Smartphone - Blue",3.95,64,16.0,1.0,4000.0,5.0,Dual SIM,5.45,8.1
Huawei,42506,82000,-48,Honor 8A 3+32GB 6.09 Inch Face Unlock Smartphone 3020mAh - Red,5.0,1,32.0,4.0,3020.0,13.0,Dual SIM,6.09,8.1
Sony,43900,46900,-6,Xperia Z5 Phone RAM 3GB ROM 32GB 4G LTE Android Octa Core 5.2 Inch 23MP Camera -Green,5.0,1,32.0,3.0,4000.0,23.0,Dual SIM,5.2,8.1
Gionee,53300,199000,-73,"M6 Plus(4GB RAM +64GB ROM ,8MP+16MP Camera, 6020mAh Battery, Dual SIM 4G, 6 Inch FHD Display)-Gold",2.5,6,64.0,4.0,6020.0,8.0,Dual SIM,6.0,8.1
Huawei,210000,0,0,Y7 Pro 2019 Mobile Phone 6.26inch TFT LCD 4GB RAM 64GB ROM 16MP+2+13MP+2MP Purple Blue/ Black,5.0,1,64.0,4.0,4000.0,16.0,Dual SIM,6.26,8.1
XIAOMI,23499,36699,-36,Redmi Note 3 Used 2GB RAM+16GB ROM 4G LTE 90% New Used Smartphone 5.5 Inch Screen Face Detection-Gold,4.0,2,16.0,2.0,4000.0,13.0,Dual SIM,5.5,8.1
Tecno,55000,0,0,"Camon CM-5.7inch HD,Android 7.0,(4GLTE),Daul Nano Sim,13mp Front And 13mp Back Camera, 2GB RAM+16GB ROM,Battery 3000mAh- City Blue",4.8,5,16.0,2.0,3000.0,13.0,Nano Sim,5.7,7.0
Nokia,62500,103643,-40,"X5 - 5.86-Inch HD+ (3GB RAM + 32GB ROM) Android 8.1, (13.0MP + 5.0MP) + 8.0MP, 4G LTE Smartphone",4.35,762,32.0,3.0,4000.0,13.0,Dual SIM,5.86,8.1
Huawei,50660,65858,-23,4G Smartphone 5.2 Inch Android 5.1 Octa Core 1.5GHz 3GB RAM 32GB ROM Fingerprint Sensor – BLUE,5.0,2,32.0,3.0,4000.0,13.0,Dual SIM,5.2,5.1
Vernee,53856,107712,-50,5.5 Inch 18:9 Bezel-less Full Screen Smartphone 3GB RAM 16GB ROM Mobile Phone Android 8.1 MTK6739 Quad Core 4080mAh 13MP Dual Rear Cameras 4G LTE Cellphone,5.0,2,16.0,3.0,4080.0,13.0,Dual SIM,5.5,8.1
Nokia,9000,19000,-53,215 Cellphone 2.4'' Single Dual SIM 0.3MP 2G GSM 900 / 1800,3.0,2,32.0,4.0,4000.0,0.3,Dual SIM,2.4,8.1
Cubot,25399,29999,-15,"R9 5-Inch (2GB, 16GB ROM) Android 7.0 Nougat, 13MP + 5MP 3G Smartphone - Blue",3.75,48,16.0,2.0,4000.0,13.0,Dual SIM,5.0,7.0
Samsung,111200,0,0,"Galaxy A30s 6.4-Inch (4GB,64GB ROM) Android 9.0, (25MP+8MP+5MP)+ 16MP Dual SIM 4000mAh 4G LTE - Prism Crush White",4.0,1,64.0,4.0,4000.0,25.0,Dual SIM,6.4,9.0
Gionee,48757,206815,-76,M6 5.5'HD 4G RAM+64G ROM 13MP 8MP Camera 5000mAh Battery Android OS 4G Smartphone,5.0,1,32.0,4.0,5000.0,13.0,Dual SIM,5.5,8.1
Huawei,101835,136240,-25,"Honor 8X Max 6GB+64GB 7.12"" Dual Camera Snapdragon 660 Octa Core Fingerprint Unlock Dual SIM 18W QC 5000mAh-Blue",5.0,2,64.0,6.0,5000.0,13.0,Dual SIM,7.12,8.1
Tecno,99900,130000,-23,"Camon 11 PRO (CF8) 6.2-Inch Super FULLVIEW (6GB, 64GB ROM) Android 8.1 Oreo, (16MP + 5MP) + 24MP Dual SIM 4G LTE Face ID Smartphone",4.35,26,64.0,6.0,4000.0,16.0,Dual SIM,6.2,8.1
Ulefone,150999,0,0,"Power 3S 6.0"" 6350mAh Mobile Phone Android 7.1 4GB+64GB16MP 4 Camera  Face ID 4G Smartphone- Black",5.0,1,64.0,4.0,6350.0,16.0,Dual SIM,6.0,7.1
Leagoo,29999,0,0,"M9 5.5-Inch IPS (2GB,16GB ROM) Android 7.0 Nougat (8MP + 2MP) + (5MP + 2MP) 3G Smartphone - Gold",4.2,6,16.0,2.0,4000.0,8.0,Dual SIM,5.5,7.0
LG,30900,48667,-37,"LG Wine Smart LG H410 Korean Keyboard Quad Core 3.2"" 1GB RAM 4GB ROM 3.15MP 4G LTE Slider Smartphone(Wine Red)",5.0,1,4.0,1.0,4000.0,3.15,Dual SIM,3.2,8.1
Asus,47990,83999,-43,Zenfone 4 Max Plus X015D Smartphone 5.5 Inch MT6750 5000mAh Battery -Black,5.0,1,32.0,4.0,5000.0,13.0,Dual SIM,5.5,8.1
Oukitel,53120,69056,-23,K7 Pro 6-inch 4GB RAM 64GB ROM 10000mAh Battery Android 9.0 - BLACK,5.0,1,64.0,4.0,10000.0,13.0,Dual SIM,6.0,9.0
Samsung,301000,0,0,"Galaxy S9 Plus (S9+) 6.2-Inch QHD (6GB, 64GB ROM) Android 8.0 Oreo, 12MP + 8MP Dual SIM 4G Smartphone - Lilac Purple ",4.45,15,64.0,6.0,4000.0,12.0,Dual SIM,6.2,8.0
Gionee,48000,210000,-77,"M7 Power (4GB, 64GB ROM) 5000mAh, 13MP+8MP, Android 7.1.1, Dual Sim 4G LTE - Black",4.0,1,64.0,4.0,5000.0,13.0,Dual Sim,5.8,7.1
Blackview,44400,63429,-30,"BV5500 Pro Rugged Phone, 3GB+16GB, 5.5 Inch Android 9.0 4G Smartphone - Yellow",1.0,1,16.0,3.0,4000.0,13.0,Dual SIM,5.5,9.0
Honor,48000,0,0,7 Play 5.45 Inch HD 2GB+16GB Android 8.1 Dual Sim 13MP + 5MP 4G LTE Smartphone - Blue,4.75,4,16.0,2.0,4000.0,13.0,Dual Sim,5.45,8.1
Blackberry,92900,120000,-23,Priv 5.4inch Cellphone 3GB RAM 32GB ROM 4G Lte Mobile Phone,5.0,1,32.0,3.0,4000.0,13.0,Dual SIM,5.4,8.1
Letv,26970,38574,-30,"Le 2 X526 4G 5.5"" 3GB RAM + 32GB ROM Android 6.0 3000mAh Battery - Gold",4.5,2,32.0,3.0,3000.0,13.0,Dual SIM,5.5,6.0
XIAOMI,42480,55224,-23,Mi A1 4G 5.5 Inch Android One 4GB RAM 32GB ROM 3080mAh Battery-Black,4.0,1,32.0,4.0,3080.0,13.0,Dual SIM,5.5,8.1
Oppo,36500,85000,-57,OPPO A57 5.2 Inch 3GB 32GB (Expandable Up To 256GB) Android 6.0 Qualcomm Octa- Pink,5.0,1,32.0,3.0,4000.0,13.0,Dual SIM,5.2,6.0
Samsung,225000,0,0,"Galaxy Note 10 Lite  6.7-Inch (6GB RAM, 128GB ROM), Dual SIM 4500 MAh Smartphone - Aura Black",5.0,2,128.0,6.0,4500.0,13.0,Dual SIM,6.7,8.1
Blackview,44280,63257,-30,"BV5500 Pro Rugged Phone 3GB+16GB 4400mAh Battery 5.5"" Android 9.0 Smartphone - Yellow",4.0,1,16.0,3.0,4400.0,13.0,Dual SIM,5.5,9.0
Nokia,129000,0,0,"7.2, 6.3-Inch LCD (6GB RAM, 128GB ROM) Android 9 Pie (48MP + 8MP + 5MP)+20MP, Dual SIM 4G Smartphone - GREEN",5.0,1,128.0,6.0,4000.0,48.0,Dual SIM,6.3,9.0
Nokia,129000,0,0,"7.2, 6.3-Inch LCD (6GB RAM, 128GB ROM) Android 9 Pie, (48MP + 8MP + 5MP)+20MP, Dual SIM 4G Smartphone - Charcoal",4.0,1,128.0,6.0,4000.0,48.0,Dual SIM,6.3,9.0
Infinix,39500,45000,-12,"Smart 4, 6.6-Inch HD+, (1GB,16GB ROM) Android 9.0 Pie, 5MP + 8MP, Dual SIM, 4000mAh 4G Smartphone - Cosmic Purple",5.0,1,16.0,1.0,4000.0,5.0,Dual SIM,6.6,9.0
Nokia,129000,0,0,"7.2, 6.3-Inch LCD (6GB RAM, 128GB ROM) Android 9 Pie(48MP + 8MP + 5MP)+20MP, Dual SIM 4G Smartphone - ICE",5.0,1,128.0,6.0,4000.0,48.0,Dual SIM,6.3,9.0
Infinix,49500,59000,-16,"Infinix Hot 8 (X650B) ,6.6"" ,32GB ROM, 2GB RAM , 4G , Andriod 9 Pie , 5000mAh ,(13MP+2MP)+ 8MP Selifie - Midnight Black.",3.0,2,32.0,2.0,5000.0,13.0,Dual SIM,6.6,9.0
Tecno,59990,0,0,"Pouvoir 2 Pro (la7pro), Phantom Black, 32+3gb, 5000mah, 6.0 Hd""",5.0,1,32.0,4.0,5000.0,13.0,Dual SIM,5.8,8.1
Itel,19990,0,0,"A14 4"" Screen, Android 8.1(GO Edition), 512MB RAM, 8GB ROM  + Free Cover & Bluetooth Earphone",5.0,1,32.0,8.0,4000.0,13.0,Dual SIM,5.8,8.1
Tecno,57490,71000,-19,"Camon 12 (CC7) - 6.52"" HD+ (4GB RAM + 64GB ROM) AI Triple Rear Camera, 4000mAh, 4G, Fingerprint & Face ID - Jade.",5.0,1,64.0,4.0,4000.0,13.0,Dual SIM,6.52,8.1
Tecno,49990,0,0,"Spark 4 (KC8) 6.52"" HD+ - (32GB ROM + 2GB RAM), 13MP Triple AI Camera + FREE GIFTS ATTACHED - Purple",4.75,28,32.0,2.0,4000.0,13.0,Dual SIM,6.52,8.1
Gionee,65500,0,0,"S8s Gold - 5.86' 32GB ROM, 3GB RAM, 13MP Camera, 4G LTE Smartphone With 15 Months Warranty",4.2,33,32.0,3.0,4000.0,13.0,Dual SIM,5.86,8.1
Hoot,16200,32400,-50,5.72'' M10 Plus Android 5.1 4G Cell Phone Smartphone 1GB+ 4GB Quad Core Dual SIM,1.0,1,4.0,1.0,4000.0,13.0,Dual SIM,5.72,5.1
Infinix,66900,75000,-11,"HOT 8 6.52"" HD+ (64GB ROM,4GB RAM) (13MP + 2MP + QVGA) + 8MP Front Camera 5000mAh-Quetzal Cyan",4.0,1,64.0,4.0,5000.0,13.0,Dual SIM,6.52,8.1
Itel,16000,17000,-6,"A14 Max(W4003)- 4.0""- Android 8.1- 16GB ROM + 512MB RAM, 3000mAh Battery, Spotlight Torch, Drop Resistant - YELLOW",4.0,4,16.0,4.0,3000.0,13.0,Dual SIM,4.0,8.1
Cubot,47540,95080,-50,P7 5inch MTK6582M 1.0GHz Quad-core Smartphone,1.0,1,32.0,4.0,4000.0,13.0,Dual SIM,5.0,8.1
Nokia,130000,0,0,"8 5.3-Inch (4GB,64GB ROM) Dual 13MP + 13MP, Android 7.1 Nougat Dual SIM 4G Smartphone - BLUE",4.3,41,64.0,4.0,4000.0,13.0,Dual SIM,5.3,7.1
Itel,30000,31000,-3,"S15 6.088"" HD+, 1GB RAM + 16GB ROM, 16MP AI Front Camera, Android 9, Face ID & Fingerprint, 3000mAh - Gradation Red",5.0,1,16.0,1.0,3000.0,16.0,Dual SIM,6.088,9.0
Samsung,399000,0,0,"Galaxy S8 Plus (S8+) 6.2-Inch QHD (4GB,64GB ROM) Android 7.0 Nougat, 12MP + 8MP LTE Smartphone - Maple Gold",4.55,84,64.0,4.0,4000.0,12.0,Dual SIM,6.2,7.0
Gionee,89999,0,0,"M6 (GN8003) 5.5-Inch HD (4GB,64GB ROM) Android 6.0 Marshmallow, 13MP + 8MP Dual SIM 4G Smartphone - Gold",2.85,11,64.0,4.0,4000.0,13.0,Dual SIM,5.5,6.0
Sailf,14399,27599,-48,New Android Smartphone Face Recognition 5.0 Inch Dual Card 512M+4GB,3.8,5,32.0,4.0,4000.0,13.0,Dual SIM,5.0,8.1
Huawei,39999,0,0,"Y5 Lite 5.45-Inch HD+ (1GB, 16GB ROM) Android 8.1 Oreo Go, 8MP + 5MP Dual SIM 4G Smartphone - Blue",4.25,5,16.0,1.0,4000.0,8.0,Dual SIM,5.45,8.1
Samsung,240000,0,0,"Galaxy Note 9 6.4-Inch (6GB RAM, 128GB ROM) Android 8.1 (12MP + 12MP) Dual SIM LTE - Metallic Copper",5.0,1,128.0,6.0,4000.0,12.0,Dual SIM,6.4,8.1
Tecno,37800,0,0,"Pouvoir 3 Air  6.0"" 5000mAh, Android™ 9.0, 16GB+ 1GB RAM, 4G LTE, 8+8MP Camera, 2.0GHz Face ID, Fingerprint - Black",4.25,516,16.0,1.0,5000.0,8.0,Dual SIM,6.0,8.1
Tecno,37500,0,0,"F1, 5.0 Inch, 1GBRAM + 8GB ROM, Battery 2000Mah Removable, Andriod 8.1(Go Edition), Champagne Gold.",4.2,350,8.0,1.0,2000.0,13.0,Dual SIM,5.0,8.1
Samsung,350000,450000,-22,"Galaxy S10 Plus (S10+) 6.4-Inch AMOLED (8GB, 128GB ROM) Android 9.0 Pie, (12MP + 12MP + 16MP)+(10MP+8MP) Dual SIM 4G Smartphone - Prism White",4.75,14,128.0,8.0,4000.0,12.0,Dual SIM,6.4,9.0
Tecno,62000,0,0,Camon 12  4GB RAM 64GB ROM Android 9 Pie Sky Cyan,4.7,3,64.0,4.0,4000.0,13.0,Dual SIM,5.8,9.0
Infinix,85000,100000,-15,"Note 6 (X610B) 6.01"" AMOLED (4GB RAM, 64GB ROM) Android 9 Pie,(16MP+8MP+2MP) Triple +16MP 4000mAh 4G LTE Smartphone",4.45,5,64.0,4.0,4000.0,16.0,Dual SIM,6.01,9.0
Tecno,140000,0,0,"Spark Youth (KA6) 6.0""- (1GB RAM 16GB ROM),8MP+8MP, 3G, Fingerprint, Face Unlock Smartphone-Midnight Black",4.3,107,16.0,1.0,4000.0,8.0,Dual SIM,6.0,8.1
Huawei,95899,128280,-25,"Y Max 4GB+128G 7.12"" 16MP+2MP AI Dual Camera Snapdragon 660 Octa Core Fingerprint Unlock Dual SIM 5000mAh-Brown",4.4,8,32.0,4.0,5000.0,16.0,Dual SIM,7.12,8.1
XIAOMI,189999,0,0,"New Xiaomi Redmi Note 7 Pro  6.3""（6GB +128GB）MIUI 10（48+13MP）4000mAh  Smartphone - GOLD",5.0,1,128.0,6.0,4000.0,13.0,Dual SIM,6.3,8.1
Tecno,44500,48000,-7,"Spark 4 (KC8) 6.52"" HD+ Dot Notch, 2GB RAM+32GB ROM, Android 9 Pie, 13MP+8MP, 4000mah, 4G Smart Phone- Vocation Blue",3.7,3,32.0,2.0,4000.0,13.0,Dual SIM,6.52,9.0
XIAOMI,63490,121500,-48,"Redmi Note8, 4G, 6.3 Inch (4GB RAM + 64GB ROM) MIUI 10, Four Rear Caremas - BLUE",5.0,1,64.0,4.0,4000.0,13.0,Dual SIM,6.3,8.1
Cubot,71999,79999,-10,X20 Pro 4G Phablet 6.3 Inch Android 9.0 6GB RAM 128GB ROM 4000mAh Battery-Ocean Blue,4.0,1,128.0,6.0,4000.0,13.0,Dual SIM,6.3,9.0
Nomu,32999,45999,-28,"S30 Mini 4G 4.7""inch(3GB RAM 32GB ROM) Android 7.0  8.0MP Rear Camera 3000mAh Battery - Silver",3.85,6,32.0,3.0,3000.0,8.0,Dual SIM,4.7,7.0
XIAOMI,63760,121500,-48,"Redmi Note8, 4G, 6.3"", 4GB RAM + 64GB ROM, MIUI 10, Four Rear Caremas - White",5.0,1,64.0,4.0,4000.0,13.0,Dual SIM,6.3,8.1
XIAOMI,63760,121500,-48,"Redmi Note8, 4G, 6.3 Inch (4GB RAM + 64GB ROM) MIUI 10, Four Rear Caremas - White",5.0,1,64.0,4.0,4000.0,13.0,Dual SIM,6.3,8.1
Itel,23000,0,0,"A33 5.0"" Screen, Android 8.1, 16GB ROM + 1GB ROM, 2PCS 2200mAh Battery, Fingerprint, 5+2MP Camera - Blue + FREE CASE",4.25,212,16.0,1.0,2200.0,2.0,Dual SIM,5.0,8.1
Itel,20499,25000,-18,"A16plus - 5.0""Screen 8GB ROM-1GB RAM, Android 8.1(GO Edition) 2050maAh 5.0MP AF Camera - Phantom Black",5.0,1,8.0,1.0,4000.0,5.0,Dual SIM,5.0,8.1
Itel,29490,30000,-2,"P33 Plus 6.0"" Android 8.1  (16GB+1GB RAM,) Dual Rear Camera - Gradation Blue +FREE CASE",4.4,233,16.0,1.0,4000.0,13.0,Dual SIM,6.0,8.1
